ktru_code,ktru_name,contract_count,ktru_description,total_contract_sum,average_contract_sum,ktru_subgroup
221113.500.000018,Шина,1112,"для автобуса или автомобиля грузового и троллейбуса, радиальная, диаметр обода 22,5",42054192912.00,37818518.805755395683,0b550962-c414-47af-8fb0-fb3069476f40
252911.310.000000,Резервуар горизонтальный,887,"для хранения нефтепродуктов, наземный, объем 3-100 м3, стальной",42016884962.85,47369656.102423900789,4164f835-d48b-4caa-8ae0-d4dc90420e6a
291022.300.000020,Автомобиль,625,"легковой, класс D, автоматическая трансмиссия, объем до 2500 куб.см",41901570837.25,67042513.339600000000,93bdeaa4-7c0d-402d-9483-a41b8644f956
264033.900.000006,Видеокамера,1692,цифровая,41684594845.00,24636285.369385342790,a9d352b2-3702-455a-845f-d527bb0422a4
262040.000.000281,Картридж,19045,"тонерный, черный",41471298534.73,2177542.585178787083,1e2fdb31-354a-434c-bcb8-a2510675d5f4
266011.190.000012,Комплекс рентгенотелевизионный,120,стационарный,41262377500.00,343853145.83333333,f621f9a3-8663-4a5b-94b4-d4d9c1f3e61d
620129.000.000002,Лицензия,1961,на программный продукт (кроме услуг по предоставлению лицензии),41228520315.12,21024232.695114737379,
263023.900.000077,Коммутатор сетевой,1245,"управляемый, симметричный",40859254375.75,32818678.213453815261,4123b26b-5ad6-41cf-b416-fb24bc726ba2
291022.300.000025,Автомобиль,584,"легковой, класс внедорожник, автоматическая трансмиссия, объем до 3000 куб.см",40771171180.00,69813649.280821917808,93bdeaa4-7c0d-402d-9483-a41b8644f956
283023.700.000001,Трактор,1262,"колесный, тяговый класс менее 8 тс",40527484432.42,32113696.063724247227,ce33e245-909d-48be-b973-9c7c4d3bd1ac
262040.000.000232,Источник бесперебойного питания,736,интерактивный,40220186430.37,54646992.432567934783,1e2fdb31-354a-434c-bcb8-a2510675d5f4
262013.000.000023,Сервер,722,"процессор многоядерный, асинхронный сервер последовательных портов RS-232",40121100859.74,55569391.772493074792,ee285385-4010-4f41-bde2-d3d3ba5daae6
141211.290.000022,Костюм,1781,"мужской, для защиты от пониженных температур, из ткани",40065636495.43,22496146.263576642336,2fe9e950-c92e-4253-8af1-726f4b6f354f
257330.970.000019,Комплект инструментов,166,для слесарно-монтажных работ,37183881580.04,223999286.62674699,9e28cb9c-4dbf-43cf-9790-17f81a34a75b
141211.290.000028,Костюм,619,"мужской, пожарного, из полимерного материала пленочным покрытием/огнетермостойкого и водостойкого материала",37031832562.00,59825254.542810985460,2fe9e950-c92e-4253-8af1-726f4b6f354f
172314.500.000002,Бумага для офисного оборудования,8653,формат А4,36781374013.89,4250707.733027851612,b4c3c288-2185-43dd-9fd0-ec1b8e7f5fad
263023.900.000076,Коммутатор сетевой,936,"управляемый,  асимметричный	",36745800240.43,39258333.590202991453,4123b26b-5ad6-41cf-b416-fb24bc726ba2
205952.100.000050,Тест-полоски,921,для определения содержания наркотических веществ в моче,36601124179.44,39740634.288208469055,0148c883-8f55-425e-9856-a25f7c4fc255
281141.700.000015,Комплект запасных частей инструментов и принадлежностей,245,для дизельного двигателя грузового автомобиля,35987149185.71,146886323.20697959,17a2291c-5eb7-4fc7-a72d-c935110c3708
291024.900.000009,Автомобиль,302,"грузопассажирский, тип кузова фургон, грузоподъемность не более 1000 кг",35879717572.86,118807011.83066225,7ca056a4-0bea-435c-b5f5-c69a74614e30
283023.700.000000,Трактор,1221,"колесный, тяговый класс более 8 тс",35763986932.76,29290734.588665028665,ce33e245-909d-48be-b973-9c7c4d3bd1ac
291041.300.000002,Автомобиль,678,"грузовой, дизельный, самосвал, грузоподъемность более 5 т, но не более 20 т, тип платформа с опрокидывающимся кузовом",34214534223.84,50463914.784424778761,07235ea4-be26-4911-b041-cb582e439029
141922.190.000003,Костюм,1732,"мужской, для военнослужащих, из ткани",33867083436.00,19553743.323325635104,476695da-c81b-482b-8004-1221fb80f7ef
262014.000.000017,Тренажер-имитатор,520,моделирование для медицинских установок,33641334134.00,64694873.334615384615,3f748b67-7f70-43f6-bb13-ba2768f7d7ee
289226.300.000000,Экскаватор,572,"одноковшовый, на гусеничном ходу, емкость 0,1-15 м3",33166021808.14,57982555.608636363636,5061661c-05f2-48fe-89c8-712ade993039
282982.550.000002,Мембрана,170,для фильтра обратного осмоса,33096651200.00,194686183.52941176,faacc697-1e89-4462-b034-c38225b3d65b
271161.000.000122,Лопатка,319,для турбогенератора,32891340350.00,103107650.00000000,05ac4e61-4594-4172-b1e7-924feb7599c8
291051.000.000001,Автомобиль,389,"специализированный, автокран, грузоподъемность не менее 8 т, но не более 40 т",32013077840.24,82295829.923496143959,259f611d-f89b-4c2c-8457-ffa3a3a843d1
266011.500.000000,Трубка рентгеновская,456,для генерации рентгеновского излучения,31410374013.00,68882399.151315789474,ea323d41-eac4-47b3-afd1-78c3ce7b0789
263040.900.000022,Универсальный мобильный комплекс связи,122,для организации быстрого развертывания линий связи,31182131000.00,255591237.70491803,d88203b9-c7db-4b84-847d-22b78f549a5d
205952.100.000374,Реагент,141,флокулянт катионный,31109686966.00,220636077.77304965,0148c883-8f55-425e-9856-a25f7c4fc255
283093.990.000072,Механизм навесной,183,для специальной и специализированной техники,30744940129.87,168005137.32169399,6bd11900-5a69-431c-8bc0-24c94a403407
410010.100.000006,Квартира,230,"2 комнатная, площадь от 60 до 80 кв. метров",30365021850.00,132021834.13043478,
141211.390.000006,Куртка,1409,"мужская, для защиты от пониженных температур, из ткани",30365001809.60,21550746.493683463449,b5c92540-9eff-489d-9d69-a2012191f18f
322015.300.000000,Инструмент музыкальный,418,язычковый,30224830440.00,72308206.794258373206,c00aa10d-3840-4252-b8a4-96b8963c8514
202014.900.000001,Мыло,3803,"медицинское, антисептическое, жидкое",29921316913.02,7867819.330270838811,450c25fb-c5f1-452d-a178-e61fd0acab01
204141.000.000008,Средство дезинфицирующее,3137,для помещений,29839196409.29,9512016.706818616513,f6ba1c09-fd95-42d4-baea-0e7ac40cf514
263021.900.000009,Экран специальный,1565,межсетевой,29525488186.25,18866126.636581469649,f97059b6-ba86-4013-bcb6-6163cdd62179
264033.900.000000,Комплекс оборудования,1244,для системы видеонаблюдения объекта и прилегающей территории,29522667524.78,23732047.849501607717,a9d352b2-3702-455a-845f-d527bb0422a4
291022.300.000017,Автомобиль,786,"легковой, класс В, автоматическая трансмиссия, объем до 2000 куб.см",29454831896.00,37474340.834605597964,93bdeaa4-7c0d-402d-9483-a41b8644f956
262013.000.000018,Сервер,1418,"общего назначения, стоечный",29024071872.00,20468315.847672778561,ee285385-4010-4f41-bde2-d3d3ba5daae6
252112.900.000004,Котельная блок-модульная,625,на жидком и газообразном топливе,28769042352.20,46030467.763520000000,31497e88-ac6e-41ff-afd2-88dc8ad3c1c9
259412.990.000080,Било,318,для молотковой мельницы,28464733091.00,89511739.279874213836,d524b880-5a79-427c-bf7c-056c353a0c44
301133.530.000002,Судно,42,"техническое, земснаряд",28368732600.00,675446014.28571429,35f6e242-71e9-4ca8-ad84-3fb379960525
291059.999.000088,Автомобиль,66,"специальный, класс C-реанимобиль",28135633500.00,426297477.27272727,9dfbb862-537a-43e3-9503-c8e156fcf29a
